price,bedrooms,beds,bathrooms,accommodates,amenities_count,log_amenities_count,host_age_days,neighbourhood_median_price,is_shared_room,is_private_room,is_entire_place,te_neighbourhood,te_property_type
109.00000000000009,1.0,1.0,1.0,3,22,3.1354942159291497,3255.0,,0,0,1,149.25272942876225,141.45212834690346
119.00000000000011,2.0,2.0,2.0,6,23,3.1780538303479458,3977.0,100.00000000000004,0,0,1,126.2614554285281,141.45212834690346
89.99999999999967,0.0,1.0,1.0,2,16,2.833213344056216,4248.0,100.00000000000004,0,0,1,126.2614554285281,141.45212834690346
119.00000000000011,1.0,1.0,1.0,2,17,2.8903717578961645,4027.0,139.99999999999994,0,1,0,214.26221379167742,163.3338196098838
150.00000000000009,1.0,1.0,1.0,2,6,1.9459101490553132,3567.0,179.99999999999986,0,0,1,226.57726979706536,141.45212834690346
100.00000000000004,1.0,1.0,1.0,2,10,2.3978952727983707,5706.0,95.0,0,0,1,135.7199331306449,141.45212834690346
45.000000000000014,1.0,1.0,1.0,2,8,2.1972245773362196,3964.0,70.00000000000003,0,1,0,91.19565711720419,141.45212834690346
150.00000000000009,1.0,1.0,1.0,2,21,3.091042453358316,3464.0,99.0,0,1,0,129.45214501223427,163.3338196098838
175.00000000000006,1.0,1.0,2.0,2,10,2.3978952727983707,4616.0,153.4999999999999,0,0,1,198.06525462029944,141.45212834690346
110.00000000000004,2.0,2.0,1.0,2,14,2.70805020110221,4236.0,135.00000000000003,0,1,0,156.6369334877933,141.45212834690346
45.000000000000014,1.0,1.0,1.0,1,15,2.772588722239781,4349.0,85.99999999999994,0,1,0,119.15814364679464,163.3338196098838
79.99999999999997,1.0,1.0,1.0,2,13,2.6390573296152584,3867.0,104.99999999999996,0,1,0,135.76241613403116,185.81316523145617
190.0,2.0,2.0,1.0,6,14,2.70805020110221,3750.0,100.00000000000004,0,0,1,119.05781929921426,141.45212834690346
349.9999999999999,1.0,1.0,1.0,3,13,2.6390573296152584,4826.0,199.99999999999991,0,0,1,238.08372300214216,141.45212834690346
97.0,1.0,6.0,1.0,6,15,2.772588722239781,4980.0,64.99999999999999,0,0,1,82.66832305079724,185.81316523145617
